pais,fecha,anio,fuente,tipo,evento,detalle,causa,ref,url,texto,dup_cross
Venezuela,2020-06-08,2020,OEA Art.27,estado de excepción,declaración/prórroga,Decreto N* 4,desastre/salud; orden público,MP-RBV/OEA 099-2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Venezuela_nota_MP-RBV-OEA_099-2020.pdf,"MISIÓN PERMANENTE DE LA REPÚBLICA BOLIVARIANA DE VENEZUELA |ORGANIZACIÓN DE ESTADOS AMERICANOS MP-RBV/OEA 099-2020 Washington D.C., 8 de junio de 2020 Sr. Luis Almagro L. Secretario General Organización de Estados Americanos (OEA) 200 17 Street, N.W., Washington, D.C. 20006, USA Ref.: Suspensión de Garantías por el Estado Excepción en Venezuela: el Estado de Alarma De nuestra mayor consideración, Me dirijo a usted en virtud del artículo 27.3 de la Convención Americana sobre Derechos Humanos (“Convención Americana”), a fin de informar por conducto suyo a los demás Estados partes, que el régimen usurpador e ilegítimo de Nicolás Maduro ha decretado en la República Bolivariana de Venezuela (“Venezuela”) un Estado de Excepción bajo la modalidad de “Estado de Alarma”, mediante el cual ha suspendido de manera arbitraria varios de los derechos humanos consagrados en dicha Convención. En ese sentido, le hacemos saber a la Secretaría General que, en fecha 13 de marzo de 2020 Nicolás Maduro dictó un primer decreto que declaró el Estado de Alarma en todo el territorio nacional, para supuestamente atender la Emergencia Sanitaria devenida por la pandemia del Coronavirus (COVID-19). El Estado de Alarma es uno de los tipos de Estados de Excepción de acuerdo con los artículos 337 y siguientes de la Constitución. Este primer Decreto identificado bajo el N? 4.160, fue publicado en la Gaceta Oficial (N* 6.519 Extraordinario) que en realidad apareció publicada de manera tardía cinco (5) días desp",
Colombia,2020-06-12,2020,OEA Art.27,estado de emergencia,declaración/prórroga,MPC/OEA No. 727/2020 de fecha 5 de junio 2020,desastre/salud,MPC/OEA No. 727/2020 de fecha 5 de junio 2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_727-2020.pdf,"Misión Permanente de Colombia ante la Organización de los Estados Americanos Libertad y Orden MPC/OEA No.: 727/2020 La Misión Permanente de Colombia presenta sus saludos a la Secretaría General — Secretaría de Asuntos Jurídicos - Departamento de Derecho Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, sobre la finalización del Estado de Emergencia Económica, Social y Ecológica que fue declarado mediante el Decreto 637 del pasado 6 de mayo, con una duración de treinta (30) días, que se cumplieron el 4 de junio. Lo anterior, atendiendo lo dispuesto por el artículo 16 de la Ley 137 de 1994 y el artículo 27 de la Convención Americana sobre Derechos Humanos, sobre la responsabilidad de informar sobre los estados de emergencia que se declaren en los Estados parte de dicho instrumento. Así mismo, de conformidad con las obligaciones derivadas de las precitadas disposiciones, se informa, acerca de la expedición de las siguientes normas, el pasado 4 de junio: Decreto 789 del 4 de junio de 2020 Por el cual se adoptan medidas tributarias transitorias en el marco del Estado de Emergencia Económica, Social y Ecológica de conformidad con el Decreto 637 del6 de mayo de 2020 Decreto 796 del 4 de junio de 2020 Por el cual se adoptan medidas en el sector agropecuario para atenuar los efectos económicos derivados de la enfermedad Coronavirus COVID-19 en los trabajadores y productores agropecuarios, en el m",1
República Dominicana,2020-06-14,2020,OEA Art.27,estado de excepción,declaración/prórroga,MPRD-OEA 0838-2020,desastre/salud,MPRD-OEA 0838-2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0838-2020.pdf,"MISIÓN PERMANENTE DE LA REPÚBLICA DOMINICANA ANTE LA ORGANIZACION DE LOS ESTADOS AMERICANOS, OEA, WASHINGTON ""Año de la Consolidación de la Seguridad Alimentaria"" MPRD-OEA 0838-2020 La Misión Permanente de la República Dominicana ante la Organización de los Estados Americanos (OEA) saluda muy atentamente a la Honorable Secretaría General de la Organización de los Estados Americanos (OEA), Secretaría de Asuntos Jurídicos - Departamento de Derecho Internacional —, en ocasión de hacer referencia a la Nota núm. MPRD-OEA 0763-2020 de fecha 1 de junio de 2020 y anteriores, mediante las cuales, en cumplimiento a lo establecido en el artículo 27, inciso 3 de la Convención Americana sobre Derechos Humanos, esta Misión informó respecto ala declaración y prórroga del estado de emergencia nacional dictado en la República Dominicana, debido al brote de coronavirus (covid 19). Sobre este particular, se tiene a bien notificar que mediante el Decreto núm. 213-20 de fecha 12 de junio de 2020 anexo, el Excelentísimo Señor Presidente de la República Dominicana Lic. Danilo Medina, ha prorrogado “el estado de emergencia nacional por diecisiete (17) días, contados a partir del 14 de junio, en virtud de la autorización otorgada por el Congreso Nacional mediante Resolución núm. 67-20 del 12 de junio de 2020”. Asimismo, mediante el Decreto núm. 214-20 de la misma fecha adjunto, se ratificó el mantenimiento “de todas las medidas de distanciamiento social adoptadas por el Poder Ejecutivo desde el 17 de",
Paraguay,2020-06-15,2020,OEA Art.27,estado de emergencia,declaración/prórroga,Decreto N* 3,desastre/salud,373-20-MPP-OEA,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_373-20-MPP-OEA.pdf,"DELA REPÚBLICA DEL PARAGUAY GOBIERNO Pañazuay oenosesrapos amencanos ""! NACIONAL dela gente Ministerio de Relaciones Exteriores N0373 -20/MPP/OEA Ref: Fase 3/Emergencia Sanitaria La Misión Permanente del Paraguay ante la Organización de los Estados Americanos (OEA) saluda muy atentamente a la Secretaría General de la Organización de los Estados Americanos (OEA), en seguimiento a la nota N* 292- 20/MPP/OEA del 8 de mayo de 2020 y la nota No. 324-20/MPP/OEA del 24 de mayo de 2020, en cumplimiento de lo establecido en el Artículo 27 (inciso 3) de la Convención Interamericana sobre Derechos Humanos, a fin de remitir en anexo para los fines pertinentes, el texto de la última disposición emitida por la Presidencia de la República del Paraguay, en el marco de acciones emprendidas para enfrentar la emergencia sanitaria derivada de la pandemia del Coronavirus (COVID-19), cuyo título se detalla a continuación. - DECRETO 3706 DEL 14 DE JUNIO DE 2020, POR EL CUAL SE ESTABLECEN MEDIDAS EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADA EN EL TERRITORIO NACIONAL POR LA PANDEMIA DEL CORONAVIRUS (COVID-19) CORRESPONDIENTES A LA FASE 3 DEL PLAN DE LEVANTAMIENTO GRADUAL DEL AISLAMIENTO PREVENTIVO GENERAL (CUARENTENA INTELIGENTE). La Misión Permanente del Paraguay ante la Organización de los Estados Americanos (OEA) hace propicia la oportunidad para renovar a la Secretaría General de la Organización de los Estados Americanos (OEA) las seguridades de su más alta Washington D.C., 15 de junio de 202",
Ecuador,2020-06-16,2020,OEA Art.27,estado de excepción,declaración/prórroga,Decreto Ejecutivo No. 1074,desastre/salud; orden público,4-2-162/2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-162-2020.pdf,"MINISTERIO DE RELACIONES EXTERIORES Y MOVILIDAD HUMANA. MISIÓN PERMANENTE ANTE LA OEA EN WASHINGTON 4-2-162/2020 La Misión Permanente del Ecuador ante la Organización de los Estados Americanos saluda atentamente a la Secretaría General de la OEA — Departamento de Derecho Internacional — y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su conocimiento copia del Decreto Ejecutivo No. 1074, de 15 de junio de 2020, mediante el cual el señor Presidente de la República del Ecuador, Lenin Moreno Garcés, decreta ""el estado de excepción por calamidad pública en todo el territorio nacional, por la presencia de la COVID-19 en el Ecuador y por la emergencia económica sobreviviente a la emergencia sanitaria que atraviesa el Estado ecuatoriano, a fin de poder, por un lado, continuar con el control de la enfermedad a través de medidas excepcionales necesarias para mitigar su contagio masivo; y por otro lado, establecer mecanismos emergentes que permitan enfrentar la recesión económica así como la crisis fiscal, y generar las bases para iniciar un proceso de recuperación económica para el Estado ecuatoriano"". El artículo 3 del referido Decreto Ejecutivo dispone “suspender el ejercicio del derecho a la libertad de tránsito y el derecho a la libertad de asociación y reunión. El Comité de Operaciones de Emergencias Nacional dispondrá los horarios y mecanismos de restricciones de cada uno de estos derech",1
Ecuador,2020-06-17,2020,ONU Art.4,estado de emergencia,declaración,C.N.256.2020,,C.N.256.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.256.2020-Eng.pdf,"The Secretary-General received from the Government of Ecuador a notification dated 16 June 2020, made under article 4 (3) of the above Covenant, regarding the declaration of a state of emergency throughout the national territory for a period of 60 days by Executive Decree No. 1074 of 15 June 2020. (See C.N.256.2020 .TREATIES-IV.4 of 23 June 2020 for the text of the notification.)",1
Chile,2020-06-18,2020,OEA Art.27,estado de excepción,declaración/prórroga,decreto N* 4,desastre/salud; seguridad estado,52-2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_52-2020.pdf,"la N? 52/20 La Misión Permanente de Chile ante la Organización de los Estados Americanos saluda muy atentamente al Secretario General de la OEA y tiene el honor de poner en conocimiento de Vuestra Excelencia que el señor Presidente de la República en uso de las facultades que le confiere el artículo 41 de la Constitución Política de la República de Chile, se ha visto en la necesidad de prorrogar por 90 días el Estado de Excepción Constitucional de Catástrofe, por calamidad pública, declarado en el territorio chileno mediante Decreto Supremo N” 104, de 18 de marzo de 2020, del Ministerio del Interior y Seguridad Pública, y sus modificaciones. Ello por cuanto subsisten las circunstancias que lo motivaron, dada la propagación y efectos del brote COVID-19 en el territorio nacional, calificado como pandemia por la Organización Mundial de la Salud. Adjunto a esta comunicación el decreto N” 269 del Ministerio del Interior y Seguridad Pública que prorroga la Declaración de Estado de Excepción Constitucional por Catástrofe, por calamidad pública, dictado el 12 de junio pasado y publicado en el Diario Oficial el 16 de junio de 2020, y que implementa las medidas concretas en el marco normativo indicado. Como se informó en la Nota N? 032/2020, del 26 de marzo del año en curso, el Estado de Excepción Constitucional de Catástrofe, por calamidad pública, permite dictar una serie de medidas, incluyendo la restricción de reuniones en espacios públicos, asegurar la distribución de bienes y ser",1
Chile,2020-06-18,2020,ONU Art.4,estado de emergencia,extensión,C.N.263.2020,,C.N.263.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.263.2020-Eng.pdf,"The Secretary-General received from the Government of Chile a notification dated 18 June 2020, made under article 4 (3) of the above Covenant, regarding the extension of the state of emergency in the Chilean territory for a period of 90 days pursuant to Decree No. 269 issued on 12 June 2019. (See C.N.263.2020 .TREATIES-IV.4 of 26 June 2020 for the text of the notification.)",1
República Dominicana,2020-06-25,2020,ONU Art.4,estado de emergencia,declaración,C.N.279.2020,,C.N.279.2020,https://treaties.un.org/doc/Publication/CN/2020/CN.279.2020-Eng.pdf,"The Secretary-General received from the Government of the Dominican Republic a notification dated 25 June 2020, made under article 4 (3) of the above Covenant, regarding a declaration of a state of emergency in its entire territory. (See C.N.279.2020 .TREATIES-IV.4 of 7 July 2020 for the text of the notification.)",1
República Dominicana,2020-06-28,2020,OEA Art.27,suspensión de garantías,declaración/prórroga,MPRD-OEA 0919-2020,,MPRD-OEA 0919-2020,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0919-2020.pdf,"MISIÓN PERMANENTE DE LA REPÚBLICA DOMINICANA ANTE LA ORGANIZACION DE LOS ESTADOS AMERICANOS, OEA, WASHINGTON ""Año de la Consolidación de la Seguridad Alimentaria"" MPRD-OEA 0919-2020 La Misión Permanente de la República Dominicana ante la Organización de los Estados Americanos (OEA) saluda muy atentamente a la Honorable Secretaría General de la Organización de los Estados Americanos (OEA), Secretaría de Asuntos Jurídicos, Departamento de Derecho Internacional, en ocasión a referirse a la Nota Núm. MPRD-838-2020 de fecha 12 de junio de 2020. Sobre este particular, en cumplimiento a lo establecido en el artículo 27, inciso 3 de la Convención Americana sobre Derechos Humanos se informa, que el período de toque de queda establecido mediante el Decreto núm. 214-20 de fecha 12 de junio de 2020, emitido por el Excelentísimo Señor Presidente de la República Dominicana Lic. Danilo Medina, ha finalizado a las 5:00 a.m. del día de hoy. La Misión Permanente de la República Dominicana hace propicia la oportunidad para reiterar a la Honorable Secretaría General de la Organización de los Estados Americanos (OEA), Secretaría de Asuntos Jurídicos - Departamento de Derecho Internacional - las seguridades de su más alta y distinguida consideración. A la Honorable Secretaría General de la Organización de los Estados Americanos (OEA), Secretaría de Asuntos Jurídicos, Departamento de Derecho Internacional, Washington, D.C. 1715 22ND. STREET N.W., WASHINGTON, D.C. 20008-1931, UNITED STATES TELÉFONOS",1
Argentina,2020-06-30,2020,OEA Art.27,suspensión de garantías,declaración/prórroga,Decreto N* 297/20,desastre/salud,90,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_90-2020.pdf,"""2020 — Año del General Manuel Belgrano” Misión Permanente de la República Argentina ante la Organización de los Estados Americanos OEA 90 La Misión Permanente de la República Argentina ante la Organización de los Estados Americanos presenta sus atentos saludos y tiene el agrado de dirigirse a la Secretaria General — Secretaria de Asuntos Jurídicos de la Organización de los Estados Americanos en seguimiento de las Notas OEA 39 del 27 de marzo, OEA 42 del 1 de abril, OEA 71 del 29 de mayo y OEA 79 del 8 de junio de 2020. Al respecto, se informa que el Poder Ejecutivo Nacional ha dictado el Decreto 576/2020 “Prórroga - Distanciamiento social, preventivo y obligatorio - Régimen aplicable”, del 29 de junio de 2020, en el marco de la emergencia sanitaria. La Misión Permanente de la República Argentina ante la Organización de los Estados Americanos hace propicia la oportunidad para renovar a la Secretaria General - Secretaria de Asuntos Jurídicos de la Organización de los Estados Americanos las seguridades de su más distinguida consideración. Washington D.C. 30 de junio de 2020 A Secretaria General - Secretaria de Asuntos Jurídicos de la Organización de los Estados Americanos Washington D.C. BOLETÍN OFICIAL de la República Argentina https://www.boletinoficial.gob.ar/+HDetalleNorma/231291/20200629 AISLAMIENTO SOCIAL, PREVENTIVO Y OBLIGATORIO Decreto 576/2020 DECNU-2020-576-APN-PTE - Prórroga. “Distanciamiento social, preventivo y obligatorio”. Régimen aplicable. Ciudad de Buenos Air",
